_id	OPERADOR	DENOMINACIÓN	TIPO DE OPERADOR	MACRODISTRITO	PLACA	TIPO	MARCA	COLOR
1273	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2129GIC	CALDINA	TOYOTA	GRIS
1274	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2002BFR	CALDINA	TOYOTA	VERDE
1275	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3822DAF	COROLLA	TOYOTA	BLANCO
1276	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1474XZH	COROLLA	TOYOTA	PERLA
1277	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1474LDK	COROLLA	TOYOTA	BEIGE
1278	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4707TKC	VERSA NOTe	NISSAN	PLATA
1279	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1931ZYC	COROLLA	TOYOTA	BLANCO
1280	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	4005XSD	COROLLA FIELDER	TOYOTA	PLATEADO
1281	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4756FAD	CIAZ	SUZUKI	MARRON
1282	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2372ZEF	COROLLA	TOYOTA	NEGRO
1283	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1491GNH	COROLLA	TOYOTA	BLANCO
1284	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2589TIB	CALDINA	TOYOTA	NEGRO
1285	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1768NPI	CARIB	TOYOTA	BLANCO
1286	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3759TUF	VITZ	TOYOTA	BLANCO
1287	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4054BFX	COROLLA	TOYOTA	BLANCO
1288	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2907ILC	COROLLA	TOYOTA	NEGRO
1289	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3140LRT	COROLLA	TOYOTA	PLATEADO
1290	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1034XDG	COROLLA	TOYOTA	BLANCO
1291	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	3845CPD	fielder	TOYOTA	PLATEADO
1292	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	922RKE	COROLLA	TOYOTA	ROJO
1293	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2576BLB	IPSUM	TOYOTA	PERLA
1294	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	5330GZK	RUSCH	TOYOTA	BLANCO
1295	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2373CUP	SIENTA	TOYOTA	PLATEADO
1296	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3436BIS	YARIS	TOYOTA	GRIS
1297	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1941EFS	SPRINTER	TOYOTA	BLANCO
1298	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2852LBD	GOL	VOLKSWAGEN	GRIS
1299	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1591FPP	CALDINA	TOYOTA	BLANCO
1300	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1641GAN	COROLLA	TOYOTA	BLANCO
1301	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2147KKP	COROLLA	TOYOTA	AMARILLO
1302	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1920HBY	COROLLA	TOYOTA	BLANCO
1303	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1067SNY	COROLLA	TOYOTA	BLANCO
1304	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3461TNL	NOTE	NISSAN	GRIS
1305	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2250TDB	SPRINTER	TOYOTA	BLANCO
1306	Radio Taxi	RADIO TAXI PROGRE SUR	Empresa	MACRODISTRITO 5 SUR-BELLA VISTA	1989SZG	Corolla	TOYOTA	BLANCO
1307	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2456UYA	SUNNY	NISSAN	BLANCO
1308	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4509RCG	EX80	KEYTON	BLANCO
1309	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	1217PLP	COROLLA	TOYOTA	BLANCO
1310	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3468PPC	COROLLA	TOYOTA	NEGRO
1311	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1820BRH	SPRINTER	TOYOTA	PLATEADO
1312	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1739FFY	COROLLA	TOYOTA	VERDE
1313	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2224RXE	SPRINTER	TOYOTA	BLANCO
1314	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1449YEK	COROLLA	TOYOTA	VERDE
1315	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2098ANB	COROLLA	TOYOTA	AZUL
1316	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3479UUT	J3	JAC	GRIS
1317	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1556UNA	PRESEA	NISSAN	AZUL
1318	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4793DEK	ALTO	SUZUKI	PLATEADO
1319	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1937RET	COROLLA	TOYOTA	VERDE
1320	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2489ZPS	XA	SCION	PLATEADO
1321	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1854IAN	CALDINA	TOYOTA	PLATEADO
1322	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2550AFB	SX4	SUZUKI	PLATA
1323	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	837YHG	CORONA	TOYOTA	BLANCO
1324	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3033TSR	MATRIX	TOYOTA	AZUL
1325	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1833SUC	CARINA	TOYOTA	GRIS
1326	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4406DGD	SWIFT	SUZUKI	CELESTE
1327	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1823BLA	SPRINTER	TOYOTA	BLANCO
1328	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	922UFS	COROLLA	TOYOTA	PLOMO
1329	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	647TPC	SUNNY	NISSAN	BLANCO
1330	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3469DES	COROLLA	TOYOTA	GRIS
1331	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1683FCK	DEMIO	MAZDA	PLATEADO
1332	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1853FHD	COROLLA	TOYOTA	VERDE
1333	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1575TZT	CALDINA	TOYOTA	NEGRO
1334	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2254YNY	CIVIC	HONDA	CHAMPAGNE
1335	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	566FFX	CORONA	TOYOTA	VERDE
1336	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2106IHA	COROLLA	TOYOTA	PLATEADO
1337	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2060ATG	SPRINTER	TOYOTA	NEGRO
1338	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3982YTI	NOTE	NISSAN	NEGRO
1339	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1201BCC	COROLLA	TOYOTA	BLANCO
1340	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1792FIR	CARIB	TOYOTA	VERDE
1341	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1474NGA	COROLLA	TOYOTA	PLOMO
1342	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3865EFC	SX4	SUZUKI	AZUL METALICO
1343	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3041RYY	PROBOX	TOYOTA	BLANCO
1344	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2133FFU	COROLLA	TOYOTA	VERDE
1345	Radio Taxi	TRANS CUATRO RUEDAS ALFA S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1720KBS	carib	TOYOTA	NEGRO
1346	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3617RGT	MARCH	NISSAN	PLATEADO
1347	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2903AFI	NOTE	NISSAN	PLATEADO
1348	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	796YNF	SPRINTER	TOYOTA	BLANCO
1349	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4555GPI	VOLEEX	GREAT WALL	GUINDO
1350	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2822UCE	YARIS	TOYOTA	PLATAEADO
1351	Radio Taxi	RADIO TAXI MASTER GAUCHO DE IRPAVI	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1396NNG	ECHO	TOYOTA	GRIS
1352	Radio Taxi	RADIO TAXI MASTER GAUCHO DE IRPAVI	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1440XTU	CARIB	TOYOTA	AZUL
1353	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1545ZYI	COROLLA	TOYOTA	AZUL
1354	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2231PAU	SPRINTER	TOYOTA	AZUL
1355	Radio Taxi	VIPS SUR EXPRESS	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3850CGU	COROLLA AXIO	TOYOTA	PLATEADO
1356	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1551LES	CARIB	TOYOTA	PLOMO ACRILICO
1357	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3781LNR	YARIS	TOYOTA	BLANCO
1358	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3766NCS	PROBOX	TOYOTA	PLATEADO
1359	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3474HKH	COROLLA	TOYOTA	PLATEADO
1360	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4555DHK	EX80	KEYTON	GRIS
1361	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2045GPB	SPRINTER carib	TOYOTA	NEGRO
1362	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1524TFU	SPRINTER	TOYOTA	PERLA METALICO
1363	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2111DHH	SPRINTER CARIB	TOYOTA	BLANCO
1364	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1256EYA	caldina	TOYOTA	VERDE
1365	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4103UNB	COROLLA FIELDER	TOYOTA	PLATEADO
1366	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1700XSF	COROLLA	TOYOTA	PLATEADO
1367	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	4533ENK	COROLLA FIELDER	TOYOTA	VINO
1368	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	4756KHK	DZIRE	SUZUKI	PLATA
1369	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4276YNS	J6	JAC	CAFE
1370	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2367TCC	PROBOX	TOYOTA	BLANCO
1371	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4539YPN	VOLEEX	GREAT WALL	GRIS
1372	Radio Taxi	UNISUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3784KDK	YARIS	TOYOTA	BLANCO
1373	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1668SSS	COROLLA	TOYOTA	AZUL
1374	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3089XKN	YARIS	TOYOTA	AZUL
1375	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2060UBY	SPRINTER CARIB	TOYOTA	BLANCO
1376	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2804CEN	CALDINA	TOYOTA	BLANCO
1377	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1793SLU	SPRINTER CARIB	TOYOTA	NEGRO
1378	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	672YDI	COROLLA	TOYOTA	BLANCO
1379	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2173AKC	COROLLA FIELDER	TOYOTA	PLATEADO
1380	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2251CEX	RAUM	TOYOTA	DORADO
1381	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2201YAS	COROLLA SPACIO	TOYOTA	AZUL
1382	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3146EHS	SX4	SUZUKI	ROJO
1383	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	857CEY	COROLLA	TOYOTA	VERDE
1384	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1441XSB	STARLET	TOYOTA	AZUL
1385	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1223GAS	COROLLA	TOYOTA	GRIS
1386	Radio Taxi	AMOR DE DIOS	Empresa	MACRODISTRITO 5 SUR-BELLA VISTA	1938ZXL	SPRINTER CARIB	TOYOTA	AZUL
1387	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1734PAR	PULSAR	NISSAN	GRIS
1388	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1138IAA	COROLLA	TOYOTA	GRIS
1389	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2913YRC	COROLLA	TOYOTA	BLANCO
1390	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4503TKG	COROLLA FIELDER	TOYOTA	NEGRO
1391	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2060RRR	COROLLA	TOYOTA	BLANCO
1392	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2095CBK	COROna	TOYOTA	GRIS
1393	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1538HPK	AVENIR	NISSAN	GRIS
1394	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1877AUS	COROLLA	TOYOTA	NEGRO
1395	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2699TCS	CALDINA	TOYOTA	AZUL
1396	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1570CUT	SPRINTER	TOYOTA	VERDE
1397	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3117BPG	COROLLA AXIO	TOYOTA	DORADO
1398	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3770RIL	AD EXPERT	NISSAN	AZUL
1399	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1940BPG	COROLLA	TOYOTA	BLANCO
1400	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2203API	SPRINTER	TOYOTA	AZUL
1401	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2026YHG	SPRINTER CARIB	TOYOTA	BLANCO
1402	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2205XLS	COROLLA	TOYOTA	NEGRO COMBINADO
1403	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2675HHR	SPRINTER CARIB	TOYOTA	VERDE
1404	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2275PSI	SPRINTER CARIB	TOYOTA	VERDE COMBINADO
1405	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2368KCD	FUNCARGO	TOYOTA	BLANCO
1406	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1787GSB	COROLLA	TOYOTA	BLANCO
1407	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3880TUL	COROLLA FIELDER	TOYOTA	NEGRO
1408	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3826LTK	YARIS	TOYOTA	NEGRO
1409	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3861PIL	ERTIGA	SUZUKI	BEIGE
1410	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1784BFF	COROLLA SPACIO	TOYOTA	NEGRO
1411	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2572CTI	CALDINA	TOYOTA	PLATEADO
1412	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2096BLE	RAUM	TOYOTA	PLATEADO
1413	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	4036YNL	wingroad	NISSAN	GRIS
1414	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1733XKA	COROLLA	TOYOTA	GRIS
1415	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1503GGE	corolla	TOYOTA	AZUL
1416	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3878CYP	COROLLA	TOYOTA	BLANCO
1417	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1888AIG	COROLLA	TOYOTA	PLOMO
1418	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1420GPU	COROLLA	TOYOTA	AZUL COMBINADO
1419	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	3878KRE	COROLLA FIELDER	TOYOTA	AZUL
1420	Radio Taxi	AMOR DE DIOS	Empresa	MACRODISTRITO 5 SUR-BELLA VISTA	1432RAL	Vagoneta Caldina	TOYOTA	PLOMO
1421	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	1208ENF	COROLLA	TOYOTA	GRIS
1422	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4232TZK	NOTE	NISSAN	PLATEADO
1423	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	3874AEU	NOTE	NISSAN	GRIS
1424	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1471ZTS	COROLLA	TOYOTA	VERDE
1425	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2259SRX	COROLLA	TOYOTA	AZUL
1426	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2289IBC	COROLLA SPACIO	TOYOTA	NEGRO
1427	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4283CNF	AD	NISSAN	PLATEADO
1428	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2133HDP	COROLLA SPACIO	TOYOTA	AZUL
1429	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	4237YIS	swift	SUZUKI	PLATA
1430	Radio Taxi	RADIO TAXI EL REY S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-ALTO SAN PEDRO	2875GXL	Boon	DAIHATSU	DORADO
1431	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1526AGY	CALDINA	TOYOTA	PLATA
1432	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1667ZZI	COROLLA	TOYOTA	BLANCO
1433	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	1046RUH	COROLLA	TOYOTA	BLANCO
1434	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	4736CSF	ERTIGA	SUZUKI	GRAFITO
