_id	OPERADOR	DENOMINACIÓN	TIPO DE OPERADOR	MACRODISTRITO	PLACA	TIPO	MARCA	COLOR
2928	Radio Taxi	RADIO TAXI EMPERADOR S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES	1690NYR	SPRINTER	TOYOTA	PLATEADO
2929	Radio Taxi	RADIO MOVIL OLIVOS DEL SUR	Empresa	MACRODISTRITO 5 SUR-ALTO OBRAJES	4064YNE	F3	BYD	GRIS
2930	Radio Taxi	RADIO MOVIL YHESMAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	994LXH	SPRINTEr	TOYOTA	VERDE METALICO
2931	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	967BTF	CARIB	TOYOTA	PLATEADO
2932	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	858AZN	COROLLA	TOYOTA	BLANCO
2933	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	600LXD	COROLLA	TOYOTA	BLANCO
2934	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	1228NUH	TOYOTA	TOYOTA	BLANCO
2935	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	597ULB	sentra	NISSAN	BLANCO
2936	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	1413BAG	CHARIOT	MITSUBISHI	MORADO
2937	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	5195KEP	ALTO	SUZUKI	BLANCO
2938	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	1548FDI	CARIB	TOYOTA	NEGRO
2939	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	1916YPA	SPRINTER CARIB	TOYOTA	PLOMO
2940	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	1992HNN	CALDINA	TOYOTA	BLANCO
2941	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	2810GBG	CALDINA	TOYOTA	PLOMO
2942	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2217CZN	CALDINA	TOYOTA	BLANCO
2943	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2348ZTT	PROBOX	TOYOTA	PLATEADO
2944	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2349XLF	PROBOX	TOYOTA	BLANCO
2945	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2379RRY	DEMIO	MAZDA	DORADO
2946	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2518FDB	NOTE	NISSAN	NEGRO
2947	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	1731LNE	SPACIO	TOYOTA	BLANCO
2948	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2703KHX	IPSUM	TOYOTA	AZUL
2949	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	2813HXA	SPRINTER CARIB	TOYOTA	BLANCO
2950	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	3157BFC	J2	JAC	AZUL
2951	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	1544PHY	COROLLA	TOYOTA	PLOMO
2952	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	4456EPL	JUPITER	KINGSTAR	BLANCO
2953	Radio Taxi	LUZCAR	Empresa	MACRODISTRITO 3 PERIFERICA-VINO TINTO	1216CNX	CARIB	OTRO	VERDE METALICO
2954	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	4787RDU	VERSA	NISSAN	PLATEADO
2955	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	5178IES	SAIL	CHEVROLET	ROJO
2956	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	659NXX	COROLLA	TOYOTA	BLANCO
2957	Radio Taxi	ROSNICAR	Empresa	MACRODISTRITO 3 PERIFERICA-ACHACHICALA	931ZBH	COROLLA	TOYOTA	BLANCO
2958	Radio Taxi	RADIO MOVIL THE STRONGEST DEL SUR	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	1755KYR	COROLLA	TOYOTA	PLATEADO
2959	Radio Taxi	RADIO MOVIL ACHUMANI S. R. L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	1818UUC	SPRINTER	TOYOTA	AZUL
2960	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	1787TNB	COROLLA	TOYOTA	BLANCO
2961	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	926IPX	COROLLA	TOYOTA	GRIS METALICO
2962	Radio Taxi	RADIO TAXI SERVISUR L.P. LTDA.	Empresa	MACRODISTRITO 5 SUR-COTA COTA	2059KNA	SPRINTER CARIB	TOYOTA	VERDE
2963	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1919KEH	SPRINTER	TOYOTA	GRIS
2964	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1920ADX	COROLLA	TOYOTA	BLANCO
2965	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1920BYG	COROLLA	TOYOTA	VERDE
2966	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1935ETG	SPRINTER CARIB	TOYOTA	NEGRO COMBINADO
2967	Radio Taxi	EMPRESA DE TRANSPORTES ETAXI.BO S.A.	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1985SYR	COROLLA	TOYOTA	PLATEADO
2968	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1986KKH	COROLLA	TOYOTA	PLATEADO
2969	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1992LRB	FORESTER	SUBARU	BLANCO
2970	Radio Taxi	RADIO MOVIL THE STRONGEST DEL SUR	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	2472ZKE	DEmio	MAZDA	BLANCO
2971	Radio Taxi	ZABALA MAGISTRADO - VIP	Empresa	MACRODISTRITO 3 PERIFERICA-MIRAFLORES ALTO (PERIFERICA)	3102ABE	AUTOMOVIL	TOYOTA	VERDE
2972	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2002PKX	COROLLA	TOYOTA	BLANCO
2973	Radio Taxi	RADIO TAXI MEGA SERVICE	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2003HAN	COROLLA	TOYOTA	PLATEADO
2974	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2030TBK	IPSUM	TOYOTA	BLANCO COMBINADO
2975	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2031URT	SPRINTER  CARIB	TOYOTA	BLANCOAE111
2976	Radio Taxi	RADIO TAXI SERVISUR L.P. LTDA.	Empresa	MACRODISTRITO 5 SUR-COTA COTA	2146IHX	SPRINTER	TOYOTA	BLANCO
2977	Radio Taxi	TRANS CUATRO RUEDAS ALFA S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2052END	COROLLA	TOYOTA	VERDE
2978	Radio Taxi	RADIO MOVIL SUREÑO S.R.L.	Empresa	MACRODISTRITO 5 SUR-AUQUISAMANA	2061PSD	CARIB	TOYOTA	BLANCO
2979	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2085DCE	COROLLA SPACIO	TOYOTA	PLATEADO
2980	Radio Taxi	FLORISUR GUARACHI S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	2108SBC	Corolla	TOYOTA	NEGRO
2981	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2108XLR	COROLLA SPACIO	TOYOTA	PLATEADO
2982	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2110UNG	COROLLA	TOYOTA	GRIS
2983	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2133HZD	SPRINTER CARIB	TOYOTA	PLATEADO
2984	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2154BDP	SPRINTER CARIB	TOYOTA	PLATEADO
2985	Radio Taxi	"RADIO MOVIL MAGNITUD ""M"""	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2158NTL	IPSUM	TOYOTA	ROJO
2986	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2158XYG	SPRINTER	TOYOTA	PLATEADO
2987	Radio Taxi	RADIO TAXI IMPERIO LA PAZ	Empresa	MACRODISTRITO 4 SAN_ANTONIO-VILLA COPACABANA	3859PZS	SWIFT	SUZUKI	BLANCO
2988	Radio Taxi	RADIO MOVIL ACHUMANI S. R. L.	Empresa	MACRODISTRITO 5 SUR-ACHUMANI	4289CKD	alto	TOYOTA	PLATA
2989	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2165PCX	CALDINA	TOYOTA	BLANCO
2990	Radio Taxi	MOVIL HALCON DEL SUR	Empresa	MACRODISTRITO 5 SUR-BAJO LLOJETA(SUR)	2220KDG	SPRINTER1999	TOYOTA	BLANCO
2991	Radio Taxi	RADIO MOVIL NAVAL DEL SUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA ALTO	2188SDE	corolla	TOYOTA	BLANCO
2992	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2189PBD	SPRINTER CARIB	TOYOTA	BLANCO
2993	Radio Taxi	RADIO MOVIL SUREÑO S.R.L.	Empresa	MACRODISTRITO 5 SUR-AUQUISAMANA	2189PKI	G TOURING	TOYOTA	VERDE
2994	Radio Taxi	RADIO MOVIL EUROSUR	Empresa	MACRODISTRITO 5 SUR-IRPAVI	729BAI	COROLLA	TOYOTA	BLANCO
2995	Radio Taxi	REMISSE SUR RADIO MOVIL	Empresa	MACRODISTRITO 5 SUR-CALACOTO	4826IRC	750	JIN BEI	PLATA
2996	Radio Taxi	TRANS CUATRO RUEDAS ALFA S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	4826IGA	EX80	KEYTON	PLATA
2997	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2195LID	VITZ	TOYOTA	ROSADO
2998	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2213SXI	COROLLA SPACIO	TOYOTA	PLATEADO
2999	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2217BFG	v	TOYOTA	AZUL
3000	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2217LDK	COROLLA	TOYOTA	BLANCO
3001	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2220LPT	CALDINA	TOYOTA	BLANCO
3002	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2224BBB	COROLLA	TOYOTA	BLANCO
3003	Radio Taxi	RADIO MOVIL NAVAL DEL SUR S.R.L.	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA ALTO	2225BEX	carib	TOYOTA	BLANCO
3004	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2247UZS	SPRINTER CARIB	TOYOTA	NEGRO
3005	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2247YBA	COROLLA	TOYOTA	V
3006	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2251CKR	RAUM	TOYOTA	BURDEO
3007	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2269TGG	SPRIMTER CARIB	TOYOTA	PLATEADO
3008	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2274FYG	COROLLA SPACIO	TOYOTA	AZUL
3009	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2308ZZL	CIVIL FERIO	HONDA	GUINDO
3010	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2331ISA	SPRINTER CARIB	TOYOTA	PLATEADO
3011	Radio Taxi	EMPRESA DE TRANSPORTES ETAXI.BO S.A.	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2333UEN	AVEO	CHEVROLET	GRIS URBAN
3012	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2334ILK	PROBOX	TOYOTA	BLANCO
3013	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2338AUK	SUCCEED	TOYOTA	PLATEADO
3014	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2379UYX	AD	NISSAN	PLATEADO
3015	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2427YHG	COROLLA FIELDER	TOYOTA	CELESTE
3016	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2483EUH	SPRINTER CARIB	TOYOTA	BLANCO
3017	Radio Taxi	RADIO TAXI MASTER GAUCHO DE IRPAVI	Empresa	MACRODISTRITO 5 SUR-IRPAVI	2557ERC	Yaris	TOYOTA	BURDEO
3018	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2575CFY	COROLLA	TOYOTA	GRIS
3019	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2576ARK	SPRINTER	TOYOTA	BEIGE
3020	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2590SPT	CALDINA	TOYOTA	BLANCO
3021	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2593FBR	VAGONETA	TOYOTA	PLATEADO
3022	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2674ACD	SPRINTER CARIB	TOYOTA	NEGRO
3023	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2680DXR	SPRINTER CARIB	TOYOTA	BLANCO
3024	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2695PPR	PROBOX	TOYOTA	BLANCO
3025	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2713DBC	SPRIMTER CARIB	TOYOTA	PLATEADO
3026	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2752YIL	PROBOX	TOYOTA	BLANCO
3027	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2755PZB	v	TOYOTA	PLATEADO
3028	Radio Taxi	RADIO MOVIL JL MAGNIFICO S.R.L.	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	2823GPP	SPRINTER CARIB	TOYOTA	VERDE
3029	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	894XUI	Toyota	TOYOTA	CELESTE
3030	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	1452HBG	CARIB	TOYOTA	PLATEADO
3031	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	1462ZFB	PARTNER	HONDA	AZUL
3032	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	1741ATT	COROLLA	TOYOTA	PLATEADO
3033	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	1852DXF	CALDINA	TOYOTA	NEGRO
3034	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	2173TLB	COROLLA SPACIO	TOYOTA	PLATEADO
3035	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	2357XFE	PROBOX	TOYOTA	BLANCO
3036	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	2368TII	COROLLA	TOYOTA	PLATEADO
3037	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	3815AXI	COROLLA	TOYOTA	BLANCO PERLA
3038	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	4144URP	ALTO	SUZUKI	PLATA
3039	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	4720FHP	DZIRE	SUZUKI	GRIS
3040	Radio Taxi	RMOVIL BOLIVIA TOURS	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	4778UKU	EX80	KEYTON	PLATEADO
3041	Radio Taxi	RADIO MOVIL BOLIVIANS PATTY	Empresa	MACRODISTRITO 2 MAXIMILIANO PAREDES-CHAMOCO CHICO	4788AXS	BALENO	SUZUKI	AZUL
3042	Radio Taxi	R. M.SEÑORIAL DEL SUR	Empresa	MACRODISTRITO 5 SUR-ALTO CALACOTO	2267THS	EXIV	TOYOTA	VERDE
3043	Radio Taxi	SERVI MOVIL TRUST TOURING S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-ROSARIO	3595HND	yaris	TOYOTA	BLANCO
3044	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	4489RYK	X80	KEYTON	GRIS
3045	Radio Taxi	SERVI MOVIL TRUST TOURING S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-ROSARIO	4699DTF	EX80	KEYTON	DORADO
3046	Radio Taxi	SERVI MOVIL TRUST TOURING S.R.L.	Empresa	MACRODISTRITO 7 CENTRO-ROSARIO	4753PFE	BALENO	SUZUKI	BLANCO
3047	Radio Taxi	R. M.SEÑORIAL DEL SUR	Empresa	MACRODISTRITO 5 SUR-ALTO CALACOTO	634AAU	COROLLA	TOYOTA	PLOMO
3048	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	1651LTP	carib	TOYOTA	PLATEADO
3049	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2099UED	CARIB	TOYOTA	BLANCO
3050	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2096SZG	Sprinter	TOYOTA	GRIS
3051	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1400EEl	COROLLA	TOYOTA	BLANCO
3052	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1154RSY	CORROLLA	TOYOTA	BLANCO
3053	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2097HHI	COROLLA SPACIO	TOYOTA	PERLA
3054	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	709ZDU	carib	TOYOTA	AZUL
3055	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	2734XCG	COROLLA	TOYOTA	VERDE
3056	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	2067CSU	SPACIO	TOYOTA	PLATEADO
3057	Radio Taxi	RADIO MOVIL CARLI SUR	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2012XRF	IMPREZA	SUBARU	AZUL
3058	Radio Taxi	SERVI MOVIL TURISMO TOP	Empresa	MACRODISTRITO 1 COTAHUMA-SAN PEDRO ALTO	1225IGL	COROLLA	TOYOTA	BLANCO
3059	Radio Taxi	SINDICATO DE TAXIS EN LA RUTA FIJA Nº 3 Y TAXIFONO	Sindicato	MACRODISTRITO 7 CENTRO-MIRAFLORES	1562DZN	CALDINA	TOYOTA	GRIS
3060	Radio Taxi	SINDICATO DE TAXIS EN LA RUTA FIJA Nº 3 Y TAXIFONO	Sindicato	MACRODISTRITO 7 CENTRO-MIRAFLORES	2266TKR	Corolla spacio	TOYOTA	PERLA
3061	Radio Taxi	SINDICATO DE TAXIS EN LA RUTA FIJA Nº 3 Y TAXIFONO	Sindicato	MACRODISTRITO 7 CENTRO-MIRAFLORES	2280XIH	Corolla spacio	TOYOTA	PLATEADO
3062	Radio Taxi	RADIO MOVIL GOLD	Empresa	MACRODISTRITO 1 COTAHUMA-SOPOCACHI ALTO	2745PFH	SPRINTER CARIB	TOYOTA	PLATEADO
3063	Radio Taxi	SINDICATO DE TAXIS EN LA RUTA FIJA Nº 3 Y TAXIFONO	Sindicato	MACRODISTRITO 7 CENTRO-MIRAFLORES	358LKS	COROLLA	TOYOTA	CAFE ACRILICO
3064	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	5157TAD	hongguans	YUEJIN	BLANCO
3065	Radio Taxi	SINDICATO DE TAXIS EN LA RUTA FIJA Nº 3 Y TAXIFONO	Sindicato	MACRODISTRITO 7 CENTRO-MIRAFLORES	590RGR	COROLLA	TOYOTA	BLANCO
3066	Radio Taxi	COMPAÑIA DE RADIOTAXIS EL SAPITO	Empresa	MACRODISTRITO 5 SUR-SEGUENCOMA BAJO	671PEX	COROLLA	TOYOTA	DORADO
3067	Radio Taxi	SINDICATO DE TAXIS EN LA RUTA FIJA Nº 3 Y TAXIFONO	Sindicato	MACRODISTRITO 7 CENTRO-MIRAFLORES	799XYI	SPRINTER	TOYOTA	GRIS
3068	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	1506HCS	Corolla	TOYOTA	ROJO
3069	Radio Taxi	MAXI TAXI	Empresa	MACRODISTRITO 7 CENTRO-MIRAFLORES BAJO	1054GHG	Gol	VOLKSWAGEN	ROJO
3070	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	1520IRF	caldina	TOYOTA	GRIS
3071	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	1112RYY	COROLLA	TOYOTA	BLANCO
3072	Radio Taxi	OBRAJES LIMITADA	Empresa	MACRODISTRITO 5 SUR-OBRAJES	2192TIG	COROLLA	TOYOTA	VERDE COMBINADO
3073	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2575XNR	IPSUM	TOYOTA	PERLA
3074	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2362AUR	FIELDER	TOYOTA	BLANCO
3075	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1522KEP	CALDINA	TOYOTA	VERDE
3076	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1492AGP	COROLLA	TOYOTA	PLATEADO
3077	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	1241TTT	COROLLA	TOYOTA	BLANCO
3078	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	2811RYS	spacio	TOYOTA	PLATA
3079	Radio Taxi	PLUS SERVICE	Empresa	MACRODISTRITO 5 SUR-CALACOTO	3868FSR	WISH	TOYOTA	PLATEADO
